,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
5906628,2016-05-11-079213,"Michael Bloomberg's out-of-state gun control group, Everytown for Gun Safety, is running a false and misleading ad designed to scare citizens. The facts are not on their side, so they must use fear tactics and outlandish claims to further their gun control agenda,",None,[],2016-05-11 19:58:03,1,"[['None', '0.9618'], ['Michael Bloomberg', '0.0382']]",['https://www.nraila.org:443/articles/20160511/nra-slams-bloomberg-funded-groups-for-misinformation-campaign'],E
5906819,2016-05-22-040189,normalize guns and gun ownership.,Charles Cooke,['Q39073439'],2016-05-22 16:44:00,1,"[['Charles Cooke', '0.5575'], ['None', '0.4425']]",['http://alternet.org/books/oh-god-please-not-libertarianism'],E
5913300,2016-07-14-069948,"Many of Donald Trump's positions -- for example his stance toward Muslims, toward immigration from Mexico and gun ownership -- are simply not compatible with the positions of the conservatives and other parties in Germany,",None,[],2016-07-14 15:58:19,5,"[['None', '0.805'], ['Alastair Macdonald', '0.195']]","['http://news.yahoo.com/european-politicians-wary-republican-convention-over-trump-155819415.html', 'http://feeds.reuters.com/~r/reuters/topNews/~3/rxLhO4AeZYU/us-usa-election-republican-europe-idUSKCN0ZU1YL', 'http://www.reuters.com/article/us-usa-election-republican-europe-idUSKCN0ZU1YL', 'http://www.rawstory.com/2016/07/european-politicians-wary-on-republican-convention-over-trump/', 'http://www.thefiscaltimes.com/latestnews/2016/07/14/European-politicians-wary-Republican-convention-over-Trump']",E
5914704,2016-02-14-066734,"The politics of what happens in a confirmation process is unclear, but based on the past, we can expect that he will appoint someone who will pay lip service to the second amendment and then vote to overturn Heller.",Dave Kopel,['Q5229127'],2016-02-14 18:50:03,1,"[['Dave Kopel', '0.8532'], ['None', '0.1307'], ['Sonia Sotomayor', '0.0136'], ['Elena Kagan', '0.0025']]",['http://feeds.theguardian.com/c/34708/f/663829/s/4d947a28/sc/8/l/0L0Stheguardian0N0Claw0C20A160Cfeb0C140Csupreme0Ecourt0Escalia0Edeath0Ekey0Eissues0Eabortion0Eguns0Eenvironment0Eimmigration/story01.htm'],E
5915301,2016-08-11-103420,"This is the point Trump was making when, in Wilmington, NC, he warned that Clinton wants to `essentially abolish the Second Amendment.' And that `if she gets to pick her judges, nothing you can do, folks. '",Donald Trump,"['Q22686', 'Q27947481']",2016-08-11 07:00:00,1,"[['Donald Trump', '0.7491'], ['None', '0.2134'], ['Will Smith', '0.0192'], ['Hillary Clinton', '0.0183']]",['http://rushlimbaugh.com/daily/2016/08/11/liberals_put_trump_s_life_in_danger'],E
5916612,2016-02-24-152217,"You used to have to wait three days to get a handgun, and now you can pick it up the day you pay for it. There's not a ban on assault weapons.... What concerns me is some (gun proponents) play on the fears of citizenry,",Mike Blakely,['Q3313221'],2016-02-24 06:47:20,1,"[['Mike Blakely', '0.7254'], ['None', '0.2675'], ['Gerald Allen', '0.0071']]",['http://enewscourier.com/news/local_news/sheriff-blakely-shoots-straight-on-gun-bill/article_3c794372-d5d2-11e5-8e71-ab9b5e90aa9f.html'],E
5919045,2016-05-20-050065,"If Donald Trump becomes president, the Second Amendment will be written out of the Constitution,",Ted Cruz,['Q2036942'],2016-05-20 08:30:57,7,"[['Ted Cruz', '0.6564'], ['Donald Trump', '0.2317'], ['None', '0.1119']]","['http://www.newsmax.com/Politics/Trump-Gun-Restrictions-NRA-Conference/2016/05/20/id/729800', 'http://finance.yahoo.com/news/trump-once-backed-gun-restrictions-090007049.html', 'http://www.bloomberg.com/politics/articles/2016-05-20/trump-who-once-backed-gun-restrictions-to-address-nra-conference', 'http://www.bostonglobe.com/news/politics/2016/05/20/once-supporter-gun-restrictions-donald-trump-address-nra/XnNJHNPN5FM0EInlzfybZN/story.html', 'http://www.msn.com/en-us/news/politics/once-a-supporter-of-gun-restrictions-donald-trump-to-address-nra/ar-BBtgZnN?srcref=rss', 'http://norwichbulletin.com/news/20160520/trump-who-once-backed-gun-restrictions-to-address-nra-conference', 'http://www.msn.com/en-us/news/politics/once-a-supporter-of-gun-restrictions-donald-trump-to-address-nra/ar-BBtgZnN?li=BBnb7Kz']",E
5924631,2016-12-25-006707,extremely liberal open carry laws.,None,[],2016-12-25 18:21:08,4,"[['None', '0.5569'], ['Andrew Anglin', '0.2829'], ['Richard Spencer', '0.0619'], ['Donald Trump', '0.059'], ['Steve Bullock', '0.0116'], ['Ryan Zinke', '0.0105'], ['Tim Fox', '0.0066'], ['Jon Tester', '0.0054'], ['Steve Daines', '0.0054']]","['http://www.mediaite.com/online/neo-nazis-plan-armed-march-against-jews-before-inauguration/', 'http://www.ibtimes.com/neo-nazi-march-man-who-calls-jews-hate-filled-psychopaths-condemned-montana-lawmakers-2466384', 'https://www.yahoo.com/news/neo-nazi-rally-condemned-montana-142933013.html', 'http://10thousandcouples.com/2016/12/montana-political-leaders-issue-statement-against-white/']",E
5930578,2016-09-26-005197,American exceptionalism could work its magic again and turn the gun crime tide firmly against violence and towards a more peaceful society.,None,[],2016-09-26 10:39:46,1,"[['None', '0.6086'], ['Howard Epstein', '0.3914']]",['https://www.algemeiner.com/2016/09/26/exceptionalism-and-american-gun-culture-review/'],E
5931320,2016-08-13-009387,"Every American who is an upstanding, law-abiding citizen, a lot of them want to exercise the Second Amendment to protect themselves or their property,",Brent Smith,"['Q2549322', 'Q4961543']",2016-08-13 05:01:06,2,"[['Brent Smith', '0.8342'], ['None', '0.1658']]","['http://indystar.com/story/news/politics/2016/08/13/one-nation-our-relationships-guns/87246010/', 'http://www.usatoday.com/story/news/politics/2016/08/13/one-nation-our-relationships-guns/87246010/']",E
5931842,2016-08-16-034217,"Hillary wants to abolish-essentially abolish the 2nd Amendment and if she gets to pick her judges, nothing you can do folks. Although the Second Amendment people, maybe there is. I don't know.",Donald Trump,"['Q22686', 'Q27947481']",2016-08-16 14:34:49,1,"[['Donald Trump', '0.8273'], ['None', '0.1386'], ['Hillary Clinton', '0.0341']]",['http://www.realclearpolitics.com/video/2016/08/16/oreilly_clinton_leads_today_but_faltering_economy_gives_trump_a_chance.html'],E
5936443,2016-07-20-134373,"We need more leaders like Congressman Murphy -- leaders who will protect the rights of law-abiding gun owners like us but who also have the courage to stand up to the gun lobby and stand up for common sense,",Mark Kelly,"['Q10326587', 'Q11770303', 'Q22261100', 'Q28709861', 'Q357510', 'Q43127604', 'Q554312', 'Q6768338', 'Q6768340', 'Q6768341', 'Q6768343']",2016-07-20 12:20:00,1,"[['Mark Kelly', '0.4826'], ['None', '0.3099'], ['Patrick Murphy', '0.1921'], ['Gabrielle Giffords', '0.0154']]",['http://sun-sentinel.com/news/politics/os-giffords-kelly-s-gun-control-group-endorses-murphy-for-u-s-senate-20160720-story.html#nt=oft07a-4gp1'],E
5938347,2016-02-18-029442,Great Leader Donald J. Trump is very pro-choice and is not a supporter of the Second Amendment.,Ted Cruz,['Q2036942'],2016-02-18 07:45:56,1,"[['Ted Cruz', '0.7261'], ['None', '0.17'], ['Donald J. Trump', '0.1039']]",['http://thefederalist.com/2016/02/18/statement-of-donald-j-trump-on-eve-of-huge-victory/'],E
5940450,2016-07-24-038691,"Kansas Republicans have overwhelmingly chosen to elect pro-life, pro-Second Amendment, small-government candidates in the last three election cycles, and they will likely do so again this year,",None,[],2016-07-24 10:01:29,1,"[['None', '0.8831'], ['Gov. Sam Brownback', '0.1169']]",['http://www.hayspost.com/2016/07/24/some-gop-candidates-in-kansas-backing-away-from-brownback/'],E
5943139,2016-05-13-128799,"We leave the Second Amendment as-is. But what we talk about is how can people buy and own guns responsibly. What measures can we put in place? This is not an anti-gun film, it's an anti-gun violence film. And everybody agrees that violence needs to be reduced.",Katie Couric,['Q230739'],2016-05-13 16:50:00,2,"[['Katie Couric', '0.7409'], ['None', '0.2591']]","['http://feeds.people.com/~r/people/headlines/~3/deK9BP-zQLk/katie-couric-under-the-gun-documentary-premiere', 'http://www.people.com/article/katie-couric-under-the-gun-documentary-premiere']",E
5945028,2016-09-16-026389,"Gun control laws are not the answer to gun violence,",Donald Trump,"['Q22686', 'Q27947481']",2016-09-16 03:14:00,1,"[['Donald Trump', '0.7864'], ['None', '0.1973'], ['President Obama', '0.0163']]",['https://www.washingtonpost.com/news/true-crime/wp/2016/09/16/fraternal-order-of-police-union-endorses-trump/?tid=pm_local_pop_b'],E
5945637,2016-07-08-032815,"I fully agree with the Second Amendment,",Patty Sheehan,['Q460348'],2016-07-08 08:03:00,1,"[['Patty Sheehan', '0.8312'], ['None', '0.1688']]",['http://www.orlandoweekly.com/Blogs/archives/2016/07/08/orlando-activists-unite-against-assault-weapons-call-for-ban'],E
5947817,2016-08-02-075690,"Perhaps through laughter, people would open a dialogue and something could be done to curb the wave of deadly and senseless violence. Not everyone shared my comedic vision of a story about gun control. In fact, the project was difficult to finance. So 17 years after I had written the first draft, and armed with undying passion for the project, I raised the capital myself. We completed principal photography on Halloween 2014.",Matt Cooper,"['Q41772215', 'Q6788507', 'Q682805']",2016-08-02 13:48:56,2,"[['Matt Cooper', '0.8871'], ['None', '0.0885'], ['Horatio Sanz', '0.0066'], ['Katherine McNamara', '0.0042'], ['John Michael Higgins', '0.0039'], ['John Heard', '0.0034'], ['Lauren Bowles', '0.0032'], ['Cloris Leachman', '0.0031']]","['http://feeds.ew.com/~r/entertainmentweekly/movies/~3/24i9Of-4ugs/is-that-a-gun-in-your-pocket-trailer', 'http://www.ew.com/article/2016/08/02/is-that-a-gun-in-your-pocket-trailer']",E
5948532,2016-09-08-108157,"The first and second amendment, freedom of speech, free expression, the right to be, do and say whatever you want. These are the values that have made America the greatest country in the history of human civilization. These are values that are not compatible with some of the Islamic immigration that we see in Europe and I guess I'm over here as a warning from Europe saying please don't go the same way as Germany and the UK.",Michelle Caruso-Cabrera,['Q6836956'],2016-09-08 21:17:49,1,"[['Michelle Caruso-Cabrera', '0.5929'], ['Milo Yiannopoulos', '0.2885'], ['None', '0.1186']]",['http://www.breitbart.com/texas/2016/09/08/milo-cnbc-world-run-alt-right-much-fun/#disqus_thread'],E
5951552,2016-09-27-020246,"Donald Trump's attack on a former Miss Universe pageant winner Tuesday morning proves that he suffers from a politically debilitating condition: Restless Trump Syndrome... [ I ] n early August, Trump delivered an hour-long speech from a prompter, which many commentators hailed as some kind of `pivot.' The next day? He speculated that maybe `Second Amendment people' would kill Hillary Clinton if she became president, a comment that helped a bad news cycle spin faster as Trump's poll numbers spiraled... On Tuesday morning, Trump reverted to form when `Fox and Friends' hosts brought up Clinton accusing him of bullying a former Miss Universe contestant for gaining weight. `She was the worst we ever had,' Trump said of Alicia Machado, who won the pageant in 1996. `She was a winner, and she gained a massive amount of weight, and we had a real problem. We had a real problem with her.",None,[],2016-09-27 17:37:17,2,"[['None', '0.4889'], ['Donald Trump', '0.3744'], ['Sam Stein', '0.1367']]","['http://www.huffingtonpost.com/2016/09/27/huffpost-hill-clinton-totally-schlongs-trump_n_12223166.html', 'http://www.huffingtonpost.com/2016/09/27/huffpost-hill-clinton-totally-schlongs-trump_n_12223166.html?utm_hp_ref=politics&ir=Politics']",E
5955966,2016-04-18-050959,"This case is about how gun control advocates are looking for new ways to impose restrictions,",Adam Winkler,"['Q21288375', 'Q4679989']",2016-04-18 11:45:00,1,"[['Adam Winkler', '0.7958'], ['None', '0.2042']]",['https://www.vice.com/read/are-lawsuits-against-gunmakers-the-answer-to-americas-mass-shooting-epidemic'],E
5957088,2016-02-15-115970,"Whether it's Hillary, Bernie or Donald Trump, the Second Amendment will go away",Ted Cruz,['Q2036942'],2016-02-15 05:41:51,1,"[['Ted Cruz', '0.4096'], ['None', '0.2825'], ['Chuck Grassley', '0.1596'], ['RON KLAIN', '0.1023'], ['Antonin Scalia', '0.046']]",['http://theindianrepublic.com/flags-in-pennsylvania-to-fly-at-half-staff-in-scalias-honor-81278.html'],E
5958543,2016-07-16-013080,Gun Control. Remove the ability to defend themselves from the government. That way you are able to create a police state.,Saul David,['Q2227475'],2016-07-16 00:37:23,1,"[['Saul David', '0.5205'], ['None', '0.4795']]",['http://westhawaiitoday.com/3814238.html'],E
5958682,2016-08-10-025990,"He talks about this all the time -- at every rally -- If Hillary Clinton is able to appoint Supreme Court candidates [ who are ] against the Second Amendment, there has to be something to stop her.",Katrina Pierson,['Q22121130'],2016-08-10 23:07:06,1,"[['Katrina Pierson', '0.8829'], ['None', '0.1014'], ['Kate Snow', '0.0157']]",['http://www.realclearpolitics.com/video/2016/08/10/trump_campaign_spokesperson_katrina_pierson_leaves_msnbc_anchor_speechless.html'],E
5958761,2016-05-09-025118,He's always struck me as a pro-Second Amendment governor.,John Kavanagh,"['Q16730658', 'Q3181852', 'Q39070984']",2016-05-09 21:46:50,4,"[['John Kavanagh', '0.8802'], ['None', '0.1198']]","['http://azfamily.com/story/31929047/firearms-legislative-awaiting-action-from-gov-doug-ducey', 'http://www.washingtontimes.com/news/2016/may/9/firearms-legislative-awaiting-action-from-gov-doug/', 'http://havasunews.com/news/gov-doug-ducey-will-decide-on-gun-laws/article_f023e0e8-1674-11e6-8ad5-3f12d8ff211d.html#comments', 'http://kjzz.org/content/304004/ducey-faces-first-big-test-where-he-stands-gun-rights-regulations']",E
5959236,2016-09-27-040850,"I have the endorsement of the NRA, which I'm very proud of, these are very, very good people, and they are protecting the Second Amendment. But I think we have to look very strongly at no fly-lists and watch lists.",Donald Trump,"['Q22686', 'Q27947481']",2016-09-27 22:11:04,1,"[['Donald Trump', '0.6033'], ['Hillary Clinton', '0.2259'], ['None', '0.1708']]",['http://www.huffingtonpost.com/entry/donald-trump-gun-control_us_57eb08ace4b082aad9b7d046?section=&'],E
5959468,2016-09-23-046462,"I think it says clearly on my website, I am a strong supporter of the Second Amendment, period,",None,[],2016-09-23 21:58:53,1,"[['None', '0.935'], ['Jordan Cunningham', '0.065']]",['https://calcoastnews.com/2016/09/ortiz-legg-discusses-dui-struggles-debate/'],E
5961060,2016-04-21-080085,"Nothing will change it until we break the gun lobby strangle hold on Washington,",None,[],2016-04-21 06:24:54,1,"[['None', '0.6835'], ['Donna Edwards', '0.2171'], ['Chris Van Hollen', '0.0994']]",['http://www.wbaltv.com/politics/ads-in-senate-race-take-aim-at-gun-control/39149370'],E
5963876,2016-02-22-128110,"whether or not we have Second Amendment rights, [... ] marriage, [... ] abortion.",Mike Farris,['Q6846754'],2016-02-22 15:11:33,3,"[['Mike Farris', '0.7411'], ['None', '0.2433'], ['Mitch McConnell', '0.0156']]","['http://feeds.dailykos.com/~r/dailykos/index/~3/s77cva7ANao/-Conservative-groups-to-McConnell-The-Senate-doesn-t-matter-keep-the-Supreme-Court', 'http://www.dailykos.com/stories/2016/2/22/1489165/-Conservative-groups-to-McConnell-The-Senate-doesn-t-matter-keep-the-Supreme-Court#read-more', 'http://www.dailykos.com/story/2016/2/22/1489165/-Conservative-groups-to-McConnell-The-Senate-doesn-t-matter-keep-the-Supreme-Court#comments']",E
